Species,Country.of.Origin,Region,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
Arabica,Colombia,santander,275,70 kg,Almacafé,2015,"April 8th, 2015",Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,0,0.0,Green,0,"April 7th, 2016",Almacafé,m,1550.0,1550.0,1550.0
Arabica,Colombia,santander,250,70 kg,Almacafé,2014,"January 17th, 2014",Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,0,0.0,Green,2,"January 17th, 2015",Almacafé,m,1550.0,1550.0,1550.0
Arabica,Indonesia,lintong,54,60 kg,Specialty Coffee Association,2012,"November 26th, 2012",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,0,0.0,Green,3,"November 26th, 2013",Specialty Coffee Association,m,1250.0,1400.0,1325.0
Arabica,Guatemala,huehuetenango,250,1 kg,Specialty Coffee Association,2012,"January 18th, 2012",Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,0,0.0,None,7,"January 17th, 2013",Specialty Coffee Association,m,1400.0,1400.0,1400.0
Arabica,Ethiopia,"kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.",320,19200 kg,METAD Agricultural Development plc,2016,"August 9th, 2016",Other,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,0,1.0,Green,8,"August 9th, 2017",METAD Agricultural Development plc,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,pasto,250,70 kg,Almacafé,2015,"August 18th, 2015",Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,0,0.0,None,0,"August 17th, 2016",Almacafé,m,2560.0,2560.0,2560.0
Arabica,Ethiopia,aricha,100,60 kg,Specialty Coffee Association,2014,"October 7th, 2014",Other,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,2,0.0,Green,7,"October 7th, 2015",Specialty Coffee Association,m,1700.0,1700.0,1700.0
Arabica,United States (Hawaii),kona,12,100 lbs,Specialty Coffee Association,2014,"March 10th, 2014",Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,2,0.0,Bluish-Green,2,"March 10th, 2015",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,cundinamarca,250,70 kg,Almacafé,2012,"March 16th, 2012",Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,0,0.0,Green,8,"March 16th, 2013",Almacafé,m,2136.0,2136.0,2136.0
Arabica,United States (Hawaii),kona,13,100 lbs,Specialty Coffee Association,2010-2011,"December 27th, 2010",Other,Washed / Wet,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,1,0.0,None,7,"December 27th, 2011",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,sidamo,360,6,Ethiopia Commodity Exchange,2010,"June 17th, 2010",Other,Washed / Wet,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,0,0.0,None,5,"June 17th, 2011",Ethiopia Commodity Exchange,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,United States (Hawaii),kona,27,0 lbs,Specialty Coffee Association,2012,"May 17th, 2010",Other,Washed / Wet,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,0,0.0,None,0,"May 17th, 2011",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Uganda,eastern uganda,200,60 kg,Uganda Coffee Development Authority,2016,"July 24th, 2017",SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,0,0.0,Green,1,"July 24th, 2018",Uganda Coffee Development Authority,m,1800.0,1800.0,1800.0
Arabica,Colombia,huila,135,70 kg,Almacafé,2016,"February 15th, 2017",Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,3,"February 15th, 2018",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Costa Rica,tarrazu,36,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,1,1.0,Green,1,"January 30th, 2018",Specialty Coffee Association,m,1900.0,1900.0,1900.0
Arabica,Mexico,veracruz,1,30 kg,Centro Agroecológico del Café A.C.,2015,"September 21st, 2016",Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,0,0.0,Green,3,"September 21st, 2017",Centro Agroecológico del Café A.C.,m,1300.0,1300.0,1300.0
Arabica,Kenya,Unknown,170,60 kg,Kenya Coffee Traders Association,2015,"May 7th, 2016",Other,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,0,5.0,Green,7,"May 7th, 2017",Kenya Coffee Traders Association,m,1.0,1.0,1.0
Arabica,Kenya,central kenya,38,60 kg,Kenya Coffee Traders Association,2012,"April 19th, 2013",SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,Green,5,"April 19th, 2014",Kenya Coffee Traders Association,m,1580.0,1580.0,1580.0
Arabica,Brazil,grama valley,31,60 kg,NUCOFFEE,2012,"February 29th, 2012",Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,0,0.0,Green,3,"February 28th, 2013",NUCOFFEE,m,1100.0,1100.0,1100.0
Arabica,Mexico,mexico,1,1 kg,Specialty Coffee Association,2010-2011,"April 6th, 2011",Pacamara,Washed / Wet,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,None,0,"April 5th, 2012",Specialty Coffee Association,m,1400.0,1400.0,1400.0
Arabica,United States (Hawaii),kona,15,100 lbs,Specialty Coffee Association,2012,"February 24th, 2011",Other,Washed / Wet,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,0,0.0,None,1,"February 24th, 2012",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Guatemala,"chuva, san marcos",275,69 kg,Specialty Coffee Association,2009/2010,"September 7th, 2010",Other,Washed / Wet,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,0,0.0,None,1,"September 7th, 2011",Specialty Coffee Association,ft,1066.8,1584.96,1325.88
Arabica,Colombia,huila,243,70 kg,Almacafé,2016,"November 25th, 2016",Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,1,6.0,None,2,"November 25th, 2017",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,252,70 kg,Almacafé,2015,"October 26th, 2015",Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,1,"October 25th, 2016",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Taiwan,natou county,20,40 kg,Specialty Coffee Association,2015,"June 9th, 2015",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,0,"June 8th, 2016",Specialty Coffee Association,m,800.0,800.0,800.0
Arabica,"Tanzania, United Republic Of",mbeya,134,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,0,0.0,Green,2,"December 12th, 2015",Africa Fine Coffee Association,m,1620.0,1620.0,1620.0
Arabica,Colombia,huila,50,70 kg,Almacafé,2012,"December 11th, 2012",Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,0,0.0,Green,3,"December 11th, 2013",Almacafé,m,1600.0,1950.0,1775.0
Arabica,Mexico,coatepec,25,1 kg,AMECAFE,2012,"July 11th, 2012",Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,0,0.0,None,0,"July 11th, 2013",AMECAFE,m,1200.0,1200.0,1200.0
Arabica,Brazil,south of minas,4,60 kg,NUCOFFEE,2011,"December 23rd, 2011",Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,0,0.0,Green,2,"December 22nd, 2012",NUCOFFEE,m,1200.0,1200.0,1200.0
Arabica,Brazil,south of minas,10,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,0,0.0,Green,2,"December 2nd, 2012",NUCOFFEE,m,1000.0,1000.0,1000.0
Arabica,Kenya,Unknown,320,60 kg,Specialty Coffee Association,2009-2010,"August 26th, 2010",Other,Washed / Wet,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,1,0.0,None,9,"August 26th, 2011",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",10,20 kg,Specialty Coffee Association,2016,"May 18th, 2016",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,0,0.0,Green,0,"May 18th, 2017",Specialty Coffee Association,m,350.0,350.0,350.0
Arabica,Uganda,eastern,1,60 kg,Uganda Coffee Development Authority,2013,"June 30th, 2014",SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,0,0.0,Green,1,"June 30th, 2015",Uganda Coffee Development Authority,m,1400.0,1900.0,1650.0
Arabica,United States (Hawaii),kona,14,100 lbs,Specialty Coffee Association,2012,"April 6th, 2012",Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,3,0.0,None,15,"April 6th, 2013",Specialty Coffee Association,ft,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,0,0.0,None,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
Arabica,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,0,0.0,None,4,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
Arabica,Thailand,thailand,50,50 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,0,0.0,Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Kenya,nyeri,150,60 kg,Kenya Coffee Traders Association,2014,"June 2nd, 2015",SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,0,0.0,Green,0,"June 1st, 2016",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0
Arabica,Honduras,marcala,275,1 kg,Instituto Hondureño del Café,2014,"April 25th, 2014",Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,0,0.0,Green,4,"April 25th, 2015",Instituto Hondureño del Café,m,1450.0,1450.0,1450.0
Arabica,El Salvador,santa ana,250,69 kg,Specialty Coffee Association,2010-2011,"August 23rd, 2011",Other,Washed / Wet,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,0,0.0,None,3,"August 22nd, 2012",Specialty Coffee Association,m,1200.0,1200.0,1200.0
Arabica,Nicaragua,jinotega,2,6,Specialty Coffee Association,2009 - 2010,"May 31st, 2010",Other,Washed / Wet,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,0,0.0,None,2,"May 31st, 2011",Specialty Coffee Association,m,800.0,1050.0,925.0
Arabica,El Salvador,apaneca,150,69 kg,Salvadoran Coffee Council,2016,"June 26th, 2017",Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,0,0.0,Blue-Green,2,"June 26th, 2018",Salvadoran Coffee Council,m,1350.0,1350.0,1350.0
Arabica,Indonesia,"temanggung, indonesia",2,1 kg,Specialty Coffee Association of Indonesia,2016,"November 24th, 2016",Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,7,"November 24th, 2017",Specialty Coffee Association of Indonesia,m,1200.0,1200.0,1200.0
Arabica,Japan,ada okinawa japan,20,1 kg,Specialty Coffee Institute of Asia,2012,"November 2nd, 2016",Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,0,0.0,Green,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,m,170.0,170.0,170.0
Arabica,Costa Rica,tarrazu,15,69 kg,Specialty Coffee Association of Costa Rica,2015,"October 4th, 2016",Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,Blue-Green,2,"October 4th, 2017",Specialty Coffee Association of Costa Rica,m,1150.0,1150.0,1150.0
Arabica,Guatemala,acatenango,120,34 kg,Asociacion Nacional Del Café,2015,"June 1st, 2016",Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,0,0.0,Green,1,"June 1st, 2017",Asociacion Nacional Del Café,m,1600.0,1600.0,1600.0
Arabica,Costa Rica,tarrazu,50,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,0,0.0,Green,0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,m,1750.0,1750.0,1750.0
Arabica,Ethiopia,yirgacheffe,250,30 kg,Blossom Valley International,2014,"May 23rd, 2015",Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,0,0.0,None,3,"May 22nd, 2016",Blossom Valley International,m,1900.0,1900.0,1900.0
Arabica,Costa Rica,costa rica,20,69 kg,Blossom Valley International,2014,"May 23rd, 2015",Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,0,0.0,Green,1,"May 22nd, 2016",Blossom Valley International,m,1750.0,1750.0,1750.0
Arabica,Costa Rica,west valley,275,1 kg,Specialty Coffee Association of Costa Rica,2014,"March 5th, 2014",Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,0,0.0,Green,4,"March 5th, 2015",Specialty Coffee Association of Costa Rica,m,1200.0,1200.0,1200.0
Arabica,Costa Rica,Unknown,1,2 kg,Specialty Coffee Association,2012,"January 3rd, 2014",Other,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,1,0.0,Green,10,"January 3rd, 2015",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Taiwan,taichung xinshe 台中市新社區,10,30 kg,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,m,1000.0,1000.0,1000.0
Arabica,Colombia,santander,250,70 kg,Almacafé,2013,"December 20th, 2013",Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,Green,0,"December 20th, 2014",Almacafé,m,1550.0,1550.0,1550.0
Arabica,Kenya,nyeri,235,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Bluish-Green,0,"September 16th, 2013",Specialty Coffee Institute of Asia,m,2000.0,2000.0,2000.0
Arabica,Guatemala,oriente,250,1 kg,Asociacion Nacional Del Café,2012,"July 17th, 2012",Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,0,0.0,Green,4,"July 17th, 2013",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
Arabica,Guatemala,acatenango,125,1 kg,Asociacion Nacional Del Café,2012,"July 3rd, 2012",Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,0,0.0,Green,4,"July 3rd, 2013",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0
Arabica,Mexico,el remudadero,80,1 kg,AMECAFE,2012,"July 2nd, 2012",Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,0,0.0,None,3,"July 2nd, 2013",AMECAFE,m,1200.0,1200.0,1200.0
Arabica,Uganda,mbale,320,60 kg,Africa Fine Coffee Association,2012,"February 13th, 2012",Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,0.0,Blue-Green,3,"February 12th, 2013",Africa Fine Coffee Association,m,1700.0,1850.0,1775.0
Arabica,Peru,"penachi, cecanor",1,60 kg,Specialty Coffee Association,2012,"June 14th, 2011",Other,Washed / Wet,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,0,0.0,None,3,"June 13th, 2012",Specialty Coffee Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Ethiopia,sidamo,300,6,Ethiopia Commodity Exchange,2009/2010,"June 17th, 2010",Other,Washed / Wet,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,0,0.0,None,3,"June 17th, 2011",Ethiopia Commodity Exchange,m,1500.0,2000.0,1750.0
Arabica,Kenya,nyeri,66,60 kg,Kenya Coffee Traders Association,2012,"January 11th, 2018",SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Blue-Green,5,"January 11th, 2019",Kenya Coffee Traders Association,m,1754.0,1754.0,1754.0
Arabica,Colombia,santander,250,70 kg,Almacafé,2016,"January 10th, 2017",Other,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,0,0.0,Blue-Green,4,"January 10th, 2018",Almacafé,m,1500.0,1500.0,1500.0
Arabica,Colombia,huila,125,70 kg,Almacafé,2016,"December 28th, 2016",Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,0,1.0,Green,5,"December 28th, 2017",Almacafé,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Kenya,nyeri,100,60 kg,Kenya Coffee Traders Association,2013,"July 21st, 2014",Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,0,0.0,Bluish-Green,2,"July 21st, 2015",Kenya Coffee Traders Association,m,1800.0,1800.0,1800.0
Arabica,Guatemala,jalapa,250,69 kg,Asociacion Nacional Del Café,2014,"May 29th, 2014",Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,0,0.0,Green,1,"May 29th, 2015",Asociacion Nacional Del Café,ft,1524.0,1524.0,1524.0
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,0,0.0,Green,0,"March 24th, 2015",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
Arabica,Colombia,santander,250,70 kg,Almacafé,2013,"December 20th, 2013",Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,0,0.0,None,0,"December 20th, 2014",Almacafé,m,1550.0,1550.0,1550.0
Arabica,Colombia,huila,75,70 kg,Almacafé,2013,"December 6th, 2013",Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,0,0.0,None,5,"December 6th, 2014",Almacafé,m,1600.0,1900.0,1750.0
Arabica,Kenya,Unknown,11,660 kg,Kenya Coffee Traders Association,2013,"August 30th, 2013",SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,0,"August 30th, 2014",Kenya Coffee Traders Association,m,1759.5489542435423,1808.8438029520298,1784.196378597786
Arabica,Colombia,huila,250,70 kg,Almacafé,2012,"July 17th, 2013",Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,0,0.0,Green,2,"July 17th, 2014",Almacafé,m,1750.0,1750.0,1750.0
Arabica,Costa Rica,tres rios,1,1 kg,Specialty Coffee Association,2012,"March 12th, 2013",Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Bluish-Green,2,"March 12th, 2014",Specialty Coffee Association,m,1450.0,1700.0,1575.0
Arabica,Colombia,huila,250,70 kg,Almacafé,2012,"October 9th, 2012",Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,0,0.0,Green,6,"October 9th, 2013",Almacafé,m,1800.0,1800.0,1800.0
Arabica,Brazil,vale da grama,37,60 kg,NUCOFFEE,2011,"December 23rd, 2011",Bourbon,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,0,0.0,Green,2,"December 22nd, 2012",NUCOFFEE,m,1300.0,1300.0,1300.0
Arabica,Brazil,mountains of minas gerais,35,60 kg,NUCOFFEE,2011,"December 3rd, 2011",Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,0,0.0,Blue-Green,1,"December 2nd, 2012",NUCOFFEE,m,1100.0,1100.0,1100.0
Arabica,Costa Rica,valle central,275,18975 kg,Specialty Coffee Association of Costa Rica,2017 / 2018,"November 28th, 2017",Caturra,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,8.0,84.5,0.1,0,0.0,Bluish-Green,2,"November 28th, 2018",Specialty Coffee Association of Costa Rica,m,1200.0,1200.0,1200.0
Arabica,Uganda,eastern uganda,200,12000 kg,Uganda Coffee Development Authority,2016,"March 14th, 2017",SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,1,"March 14th, 2018",Uganda Coffee Development Authority,m,1750.0,1750.0,1750.0
Arabica,China,yunnan,3,60 kg,Yunnan Coffee Exchange,2015,"April 6th, 2016",Catimor,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.92,84.5,0.1,0,0.0,Green,1,"April 6th, 2017",Yunnan Coffee Exchange,m,1680.0,1680.0,1680.0
Arabica,Costa Rica,tarrazu,250,1 lbs,Specialty Coffee Association of Costa Rica,2014,"July 6th, 2015",Caturra,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,7.92,84.5,0.11,0,0.0,Green,0,"July 5th, 2016",Specialty Coffee Association of Costa Rica,m,1700.0,1700.0,1700.0
Arabica,Colombia,cauca,275,2 kg,Almacafé,2015/2016,"June 5th, 2015",Other,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.5,0.12,1,0.0,Green,0,"June 4th, 2016",Almacafé,m,1800.0,1800.0,1800.0
Arabica,China,yunnan,1,2 kg,Specialty Coffee Association,2013,"June 16th, 2014",Other,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,7.92,84.5,0.0,0,0.0,Green,2,"June 16th, 2015",Specialty Coffee Association,m,1100.0,1100.0,1100.0
Arabica,Guatemala,oriente,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Bourbon,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,7.5,84.5,0.11,0,0.0,Green,2,"February 26th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
Arabica,Kenya,nyeri,235,60 kg,Specialty Coffee Institute of Asia,2012,"September 16th, 2012",SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,Blue-Green,0,"September 16th, 2013",Specialty Coffee Institute of Asia,m,2000.0,2000.0,2000.0
Arabica,Mexico,hustusco,56,1 kg,AMECAFE,2012,"July 11th, 2012",Typica,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,7.92,84.5,0.12,0,0.0,Green,0,"July 11th, 2013",AMECAFE,m,1350.0,1350.0,1350.0
Arabica,Mexico,jaltenango,250,1 kg,AMECAFE,2012,"June 6th, 2012",Typica,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.67,84.5,0.11,0,0.0,None,4,"June 6th, 2013",AMECAFE,m,1500.0,1500.0,1500.0
Arabica,Guatemala,"el tumbador, san marcos",250,69 kg,Asociacion Nacional Del Café,2012,"February 16th, 2012",Bourbon,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,Green,2,"February 15th, 2013",Asociacion Nacional Del Café,m,1759.5489542435423,1808.8438029520298,1784.196378597786
